building_id,meter,timestamp,meter_reading
0,0,2016-01-01 00:00:00,0.0
10,0,2016-01-01 00:00:00,0.0
20,0,2016-01-01 00:00:00,0.0
31,0,2016-01-01 00:00:00,0.0
41,0,2016-01-01 00:00:00,0.0
52,0,2016-01-01 00:00:00,0.0
62,0,2016-01-01 00:00:00,0.0
72,0,2016-01-01 00:00:00,0.0
82,0,2016-01-01 00:00:00,0.0
92,0,2016-01-01 00:00:00,0.0
102,0,2016-01-01 00:00:00,0.0
110,0,2016-01-01 00:00:00,86.2283
117,0,2016-01-01 00:00:00,16.3061
124,0,2016-01-01 00:00:00,9.3
134,0,2016-01-01 00:00:00,27.2
142,0,2016-01-01 00:00:00,13.3776
150,0,2016-01-01 00:00:00,161.7
160,0,2016-01-01 00:00:00,5.44
166,0,2016-01-01 00:00:00,296.72
169,1,2016-01-01 00:00:00,176.68599999999998
173,1,2016-01-01 00:00:00,19.3427
177,1,2016-01-01 00:00:00,130.686
181,1,2016-01-01 00:00:00,12.5903
187,1,2016-01-01 00:00:00,0.6682
191,1,2016-01-01 00:00:00,82.8922
195,3,2016-01-01 00:00:00,8.7921
201,0,2016-01-01 00:00:00,493.4
204,1,2016-01-01 00:00:00,42.0615
209,0,2016-01-01 00:00:00,893.28
213,0,2016-01-01 00:00:00,175.12
216,3,2016-01-01 00:00:00,20.515
221,0,2016-01-01 00:00:00,389.98
225,1,2016-01-01 00:00:00,182.138
229,1,2016-01-01 00:00:00,117.99
234,3,2016-01-01 00:00:00,17.5843
239,0,2016-01-01 00:00:00,110.68
244,1,2016-01-01 00:00:00,9.7417
248,0,2016-01-01 00:00:00,37.27
252,0,2016-01-01 00:00:00,1.33
255,3,2016-01-01 00:00:00,5.8614
260,1,2016-01-01 00:00:00,132.128
265,0,2016-01-01 00:00:00,115.05
271,1,2016-01-01 00:00:00,5.3104
279,0,2016-01-01 00:00:00,37.24
284,1,2016-01-01 00:00:00,22.4375
289,0,2016-01-01 00:00:00,8.1
298,0,2016-01-01 00:00:00,17.04
310,0,2016-01-01 00:00:00,21.4
320,0,2016-01-01 00:00:00,109.04
330,0,2016-01-01 00:00:00,57.32
340,0,2016-01-01 00:00:00,9.39
350,0,2016-01-01 00:00:00,136.45
360,0,2016-01-01 00:00:00,46.07
370,0,2016-01-01 00:00:00,16.97
380,0,2016-01-01 00:00:00,57.68
390,0,2016-01-01 00:00:00,56.84
400,0,2016-01-01 00:00:00,22.23
411,0,2016-01-01 00:00:00,12.0
421,0,2016-01-01 00:00:00,34.13
431,0,2016-01-01 00:00:00,12.32
441,0,2016-01-01 00:00:00,27.7
451,0,2016-01-01 00:00:00,7.34
461,0,2016-01-01 00:00:00,91.11
471,0,2016-01-01 00:00:00,124.24
