building_id,meter,timestamp,meter_reading
780,0,2016-02-06 06:00:00,663.433
788,0,2016-02-06 06:00:00,294.65
793,0,2016-02-06 06:00:00,924.35
796,1,2016-02-06 06:00:00,3.65
799,2,2016-02-06 06:00:00,1738.83
803,0,2016-02-06 06:00:00,4914.45
811,0,2016-02-06 06:00:00,26.6667
821,0,2016-02-06 06:00:00,1.3333
831,0,2016-02-06 06:00:00,19.6667
841,0,2016-02-06 06:00:00,6.6667
851,0,2016-02-06 06:00:00,92.2917
861,0,2016-02-06 06:00:00,8.3333
871,0,2016-02-06 06:00:00,8.3333
877,0,2016-02-06 06:00:00,6.0
882,0,2016-02-06 06:00:00,21.0
887,0,2016-02-06 06:00:00,48.0
890,1,2016-02-06 06:00:00,119.714
894,2,2016-02-06 06:00:00,216.55
898,2,2016-02-06 06:00:00,103.7
902,0,2016-02-06 06:00:00,196.0
906,2,2016-02-06 06:00:00,94.55
910,2,2016-02-06 06:00:00,115.9
914,0,2016-02-06 06:00:00,387.0
917,1,2016-02-06 06:00:00,135.92600000000002
921,1,2016-02-06 06:00:00,312.648
925,0,2016-02-06 06:00:00,13.0
928,1,2016-02-06 06:00:00,384.673
932,1,2016-02-06 06:00:00,183.615
938,0,2016-02-06 06:00:00,8.0
945,1,2016-02-06 06:00:00,237.493
949,1,2016-02-06 06:00:00,49.2359
953,1,2016-02-06 06:00:00,390.406
956,2,2016-02-06 06:00:00,42.7
960,0,2016-02-06 06:00:00,22.0
963,1,2016-02-06 06:00:00,42.2374
966,2,2016-02-06 06:00:00,686.25
970,0,2016-02-06 06:00:00,58.0
974,0,2016-02-06 06:00:00,49.0
978,1,2016-02-06 06:00:00,20.0109
981,2,2016-02-06 06:00:00,140.3
987,2,2016-02-06 06:00:00,469.7
992,0,2016-02-06 06:00:00,17.0
995,1,2016-02-06 06:00:00,7.6316
998,3,2016-02-06 06:00:00,1201.02
1003,3,2016-02-06 06:00:00,0.0
1011,3,2016-02-06 06:00:00,1569.15
1017,3,2016-02-06 06:00:00,1527.71
1024,0,2016-02-06 06:00:00,7.91
1030,1,2016-02-06 06:00:00,0.0
1035,0,2016-02-06 06:00:00,10.9775
1045,0,2016-02-06 06:00:00,12.36
1055,0,2016-02-06 06:00:00,73.3025
1065,0,2016-02-06 06:00:00,7.935
1073,0,2016-02-06 06:00:00,100.0
1077,2,2016-02-06 06:00:00,367.125
1082,0,2016-02-06 06:00:00,56.341
1088,0,2016-02-06 06:00:00,2367.0
1092,0,2016-02-06 06:00:00,565.543
1095,1,2016-02-06 06:00:00,0.0
1100,0,2016-02-06 06:00:00,151.0
1105,0,2016-02-06 06:00:00,53.026
1109,1,2016-02-06 06:00:00,1.666
1117,0,2016-02-06 06:00:00,33.993
1122,0,2016-02-06 06:00:00,73.667
1128,0,2016-02-06 06:00:00,72.455
1133,2,2016-02-06 06:00:00,2632.81
1139,2,2016-02-06 06:00:00,3632.81
1144,0,2016-02-06 06:00:00,448.891
1149,0,2016-02-06 06:00:00,261.426
1152,2,2016-02-06 06:00:00,4148.44
1157,1,2016-02-06 06:00:00,0.0
1161,0,2016-02-06 06:00:00,38.239
1164,2,2016-02-06 06:00:00,1728.52
1169,1,2016-02-06 06:00:00,107.29
1175,0,2016-02-06 06:00:00,42.216
1180,1,2016-02-06 06:00:00,14.6608
1186,0,2016-02-06 06:00:00,125.386
1191,1,2016-02-06 06:00:00,0.0
1197,2,2016-02-06 06:00:00,60328.2
1203,0,2016-02-06 06:00:00,93.0
1208,0,2016-02-06 06:00:00,187.507
1212,0,2016-02-06 06:00:00,993.56
1217,0,2016-02-06 06:00:00,59.679
1220,2,2016-02-06 06:00:00,4941.41
1225,1,2016-02-06 06:00:00,124.143
1228,3,2016-02-06 06:00:00,399.017
